osm_label,overture_label,affinity,s_lin,s_emp,n_confirmed
Specialty Store,Tattoo and Piercing,0.4161,0.4161,0.0002,1
Specialty Store,Massage Therapy,0.3995,0.3995,0.0,0
Specialty Store,Shoe Store,0.398,0.398,0.0018,8
Specialty Store,Farmers Market,0.3809,0.3809,0.0007,3
Specialty Store,Shopping Center,0.3803,0.3803,0.0009,4
Specialty Store,Eye Care,0.3701,0.3701,0.0002,1
Specialty Store,Other Professional,0.3682,0.3682,0.0492,224
Specialty Store,Wholesale Store,0.3622,0.3622,0.0007,3
Specialty Store,Veterinarian,0.3605,0.3605,0.0,0
Specialty Store,Animal Shelter,0.3306,0.3306,0.0002,1
Specialty Store,Other Healthcare,0.3246,0.3246,0.0007,3
Specialty Store,Other Amenity,0.3131,0.3131,0.0009,4
Specialty Store,Fitness Center,0.3093,0.3093,0.0,0
Specialty Store,Recreation,0.3073,0.3073,0.0007,3
Specialty Store,Home Service,0.0172,0.0,0.0299,136
Specialty Store,Bar,0.0086,0.0,0.0187,85
Specialty Store,Arts Venue,0.003,0.0,0.0097,44
Specialty Store,Restaurant,0.0018,0.0,0.0072,33
Specialty Store,Dessert Shop,0.0009,0.0,0.0048,22
Specialty Store,Cafe,0.0007,0.0,0.0044,20
Specialty Store,Self-Storage,0.0006,0.0,0.004,18
Specialty Store,Community Center,0.0004,0.0,0.0031,14
Specialty Store,Museum,0.0003,0.0,0.0026,12
Specialty Store,Print and Copy Shop,0.0002,0.0,0.002,9
Specialty Store,Alternative Medicine,0.0001,0.0,0.0015,7
Specialty Store,School,0.0001,0.0,0.0013,6
Specialty Store,ATM,0.0,0.0,0.0002,1
Specialty Store,Bakery,0.0,0.0,0.0007,3
Specialty Store,Dry Cleaning,0.0,0.0,0.0002,1
Specialty Store,Event Venue,0.0,0.0,0.0002,1
Specialty Store,Historic Site,0.0,0.0,0.0009,4
Specialty Store,Hotel,0.0,0.0,0.0007,3
Specialty Store,Nightclub,0.0,0.0,0.0004,2
Specialty Store,Park,0.0,0.0,0.0002,1
Specialty Store,Place of Worship,0.0,0.0,0.0002,1
Specialty Store,Post Office,0.0,0.0,0.0004,2
Specialty Store,Real Estate,0.0,0.0,0.0007,3
Specialty Store,Tire Store,0.0,0.0,0.0002,1
Specialty Store,University,0.0,0.0,0.0002,1
Speech Therapist,Speech Therapist,1.0,1.0,1.0,22
Speech Therapist,Physical Therapy,0.775,0.775,0.0455,1
Speech Therapist,Occupational Therapy,0.6556,0.6556,0.0909,2
Speech Therapist,Clinic,0.4967,0.4967,0.0455,1
Speech Therapist,Other Healthcare,0.4616,0.4616,0.0909,2
Speech Therapist,Dentist,0.4307,0.4307,0.0,0
Speech Therapist,Alternative Medicine,0.4186,0.4186,0.0,0
Speech Therapist,Mental Health,0.4142,0.4142,0.0909,2
Speech Therapist,Eye Care,0.3919,0.3919,0.0,0
Speech Therapist,Hospital,0.3562,0.3562,0.0,0
Speech Therapist,Counseling,0.3317,0.3317,0.0,0
Speech Therapist,Public Safety,0.3137,0.3137,0.0,0
Speech Therapist,Cannabis Dispensary,0.3111,0.3111,0.0,0
Speech Therapist,Maternity Center,0.3109,0.3109,0.0,0
Speech Therapist,Other Financial,0.2897,0.2897,0.0,0
Speech Therapist,Hotel,0.0005,0.0,0.0455,1
Speech Therapist,School,0.0005,0.0,0.0455,1
Sports Outlet,Sports Outlet,1.0,1.0,1.0,1685
Sports Outlet,Bike shop,0.8406,0.8406,0.0089,15
Sports Outlet,Specialty Store,0.6406,0.6406,0.0279,47
Sports Outlet,Recreation,0.586,0.586,0.0356,60
Sports Outlet,Hardware,0.5538,0.5538,0.0012,2
Sports Outlet,Park,0.5193,0.5193,0.0,0
Sports Outlet,Fitness Center,0.5006,0.5006,0.0065,11
Sports Outlet,Other Shop,0.4922,0.4922,0.016,27
Sports Outlet,Florist,0.4874,0.4874,0.0006,1
Sports Outlet,Car Repair,0.4674,0.4674,0.0012,2
Sports Outlet,Cell Phone Store,0.4641,0.4641,0.0,0
Sports Outlet,Pharmacy,0.4605,0.4605,0.0,0
Sports Outlet,Furniture Store,0.4603,0.4603,0.0018,3
Sports Outlet,Bookstore,0.4514,0.4514,0.0006,1
Sports Outlet,Performing Arts,0.4504,0.4504,0.0,0
Sports Outlet,Garden Store,0.4352,0.4352,0.0006,1
Sports Outlet,Golf Course,0.4331,0.4331,0.0101,17
Sports Outlet,Pet Store,0.4314,0.4314,0.0,0
Sports Outlet,Swimming Pool,0.4309,0.4309,0.0,0
Sports Outlet,Playground,0.4084,0.4084,0.0,0
Sports Outlet,Bowling Alley,0.4037,0.4037,0.0024,4
Sports Outlet,Dog Park,0.3986,0.3986,0.0,0
Sports Outlet,Cannabis Dispensary,0.3838,0.3838,0.0,0
Sports Outlet,Clothing Store,0.3822,0.3822,0.0119,20
Sports Outlet,Car Dealer,0.3591,0.3591,0.0065,11
Sports Outlet,Supermarket,0.342,0.342,0.0,0
Sports Outlet,Convenience Store,0.3379,0.3379,0.0018,3
Sports Outlet,Thrift Store,0.3321,0.3321,0.0012,2
Sports Outlet,Discount Store,0.3197,0.3197,0.0,0
Sports Outlet,Jewelry Store,0.3161,0.3161,0.0,0
Sports Outlet,Liquor Store,0.3066,0.3066,0.0,0
Sports Outlet,Shoe Store,0.301,0.301,0.054,91
Sports Outlet,Farmers Market,0.2911,0.2911,0.0,0
Sports Outlet,Shopping Center,0.2907,0.2907,0.0012,2
Sports Outlet,Eye Care,0.2847,0.2847,0.0,0
Sports Outlet,Wholesale Store,0.28,0.28,0.0012,2
Sports Outlet,Market,0.2582,0.2582,0.0,0
Sports Outlet,Fast Food,0.2478,0.2478,0.0,0
Sports Outlet,Print and Copy Shop,0.0001,0.0,0.0024,4
Sports Outlet,Arcade,0.0,0.0,0.0006,1
Sports Outlet,Cafe,0.0,0.0,0.0006,1
Sports Outlet,Community Center,0.0,0.0,0.0006,1
Sports Outlet,Hotel,0.0,0.0,0.0006,1
Sports Outlet,Marina,0.0,0.0,0.0006,1
Sports Outlet,Museum,0.0,0.0,0.0006,1
Sports Outlet,Other Amenity,0.0,0.0,0.0012,2
Sports Outlet,Other Healthcare,0.0,0.0,0.0006,1
Stadium,Stadium,1.0,1.0,1.0,96
Stadium,Other Amenity,0.7205,0.7205,0.0104,1
Stadium,Performing Arts,0.6239,0.6239,0.0833,8
Stadium,Arts Venue,0.6104,0.6104,0.0,0
Stadium,Museum,0.592,0.592,0.0,0
Stadium,Event Venue,0.5683,0.5683,0.0208,2
Stadium,Recreation,0.5535,0.5535,0.2396,23
Stadium,Movie Theater,0.5507,0.5507,0.0,0
Stadium,Nightclub,0.5466,0.5466,0.0,0
Stadium,Social Club,0.5414,0.5414,0.0,0
Stadium,Arcade,0.5249,0.5249,0.0,0
Stadium,Casino,0.5221,0.5221,0.0,0
Stadium,Community Center,0.0001,0.0,0.0104,1
Stadium,Park,0.0001,0.0,0.0104,1
Stadium,Restaurant,0.0001,0.0,0.0104,1
Stadium,University,0.0001,0.0,0.0104,1
Supermarket,Supermarket,1.0,1.0,1.0,14319
Supermarket,Specialty Store,0.9105,0.9105,0.0197,282
Supermarket,Liquor Store,0.7454,0.7454,0.002,29
Supermarket,Fast Food,0.5974,0.5974,0.0033,47
Supermarket,Other Shop,0.5284,0.5284,0.016,229
Supermarket,Hardware,0.4052,0.4052,0.0009,13
Supermarket,Clothing Store,0.4037,0.4037,0.0497,711
Supermarket,Car Dealer,0.378,0.378,0.0001,1
Supermarket,Convenience Store,0.3546,0.3546,0.006,86
Supermarket,Florist,0.3542,0.3542,0.001,14
Supermarket,Thrift Store,0.3482,0.3482,0.0001,2
Supermarket,Sports Outlet,0.342,0.342,0.0001,1
Supermarket,Car Repair,0.3391,0.3391,0.005,71
Supermarket,Cell Phone Store,0.3365,0.3365,0.0007,10
Supermarket,Discount Store,0.3346,0.3346,0.0172,247
Supermarket,Pharmacy,0.3338,0.3338,0.0118,169
Supermarket,Furniture Store,0.3336,0.3336,0.0002,3
Supermarket,Jewelry Store,0.3306,0.3306,0.0003,5
Supermarket,Bookstore,0.3269,0.3269,0.0,0
Supermarket,Garden Store,0.3146,0.3146,0.0034,49
Supermarket,Shoe Store,0.3141,0.3141,0.0,0
Supermarket,Pet Store,0.3118,0.3118,0.0,0
Supermarket,Farmers Market,0.3034,0.3034,0.0184,264
Supermarket,Shopping Center,0.303,0.303,0.0,0
Supermarket,Eye Care,0.2965,0.2965,0.0003,4
Supermarket,Wholesale Store,0.2914,0.2914,0.0003,4
Supermarket,Bike shop,0.2853,0.2853,0.0001,1
Supermarket,Cannabis Dispensary,0.276,0.276,0.0003,4
Supermarket,Market,0.2679,0.2679,0.0008,12
Supermarket,Restaurant,0.0033,0.0,0.0067,96
Supermarket,Other Financial,0.0014,0.0,0.0039,56
Supermarket,Gas Station,0.0008,0.0,0.0028,40
Supermarket,Bakery,0.0007,0.0,0.0025,36
Supermarket,Home Service,0.0002,0.0,0.0013,19
Supermarket,Cafe,0.0001,0.0,0.0008,11
Supermarket,Legal Service,0.0001,0.0,0.0008,11
Supermarket,Alternative Medicine,0.0,0.0,0.0001,2
Supermarket,Bank,0.0,0.0,0.0001,1
Supermarket,Bar,0.0,0.0,0.0003,4
Supermarket,Car Wash,0.0,0.0,0.0001,1
Supermarket,Community Center,0.0,0.0,0.0001,1
Supermarket,Dessert Shop,0.0,0.0,0.0001,1
Supermarket,Funeral Services,0.0,0.0,0.0001,1
Supermarket,Hair and Beauty,0.0,0.0,0.0001,1
Supermarket,Hotel,0.0,0.0,0.0001,1
Supermarket,Other Amenity,0.0,0.0,0.0002,3
Supermarket,Other Professional,0.0,0.0,0.0006,8
Supermarket,Print and Copy Shop,0.0,0.0,0.0001,2
Supermarket,Real Estate,0.0,0.0,0.0001,2
Supermarket,Self-Storage,0.0,0.0,0.0001,1
Swimming Pool,Swimming Pool,1.0,1.0,1.0,49
Swimming Pool,Recreation,0.6993,0.6993,0.2449,12
Swimming Pool,Fitness Center,0.6289,0.6289,0.0408,2
Swimming Pool,Performing Arts,0.5632,0.5632,0.0,0
Swimming Pool,Park,0.5454,0.5454,0.0204,1
Swimming Pool,Golf Course,0.5406,0.5406,0.0,0
Swimming Pool,Bowling Alley,0.5025,0.5025,0.0,0
Swimming Pool,Sports Outlet,0.4309,0.4309,0.0204,1
Swimming Pool,Playground,0.4243,0.4243,0.0,0
Swimming Pool,Dog Park,0.4138,0.4138,0.0,0
Swimming Pool,Home Service,0.0008,0.0,0.0408,2
Swimming Pool,Hotel,0.0008,0.0,0.0408,2
Swimming Pool,Community Center,0.0002,0.0,0.0204,1
Swimming Pool,Hardware,0.0002,0.0,0.0204,1
Swimming Pool,Historic Site,0.0002,0.0,0.0204,1
Tattoo and Piercing,Tattoo and Piercing,1.0,1.0,1.0,1172
Tattoo and Piercing,Hair and Beauty,0.6822,0.6822,0.006,7
Tattoo and Piercing,Massage Therapy,0.5112,0.5112,0.0009,1
Tattoo and Piercing,Pet Store,0.5024,0.5024,0.0,0
Tattoo and Piercing,Veterinarian,0.4491,0.4491,0.0,0
Tattoo and Piercing,Other Professional,0.4455,0.4455,0.0017,2
Tattoo and Piercing,Specialty Store,0.4161,0.4161,0.0043,5
Tattoo and Piercing,Animal Shelter,0.4036,0.4036,0.0,0
Tattoo and Piercing,Other Healthcare,0.3947,0.3947,0.0,0
Tattoo and Piercing,Other Amenity,0.3779,0.3779,0.0009,1
Tattoo and Piercing,Fitness Center,0.3723,0.3723,0.0,0
Tattoo and Piercing,Recreation,0.3695,0.3695,0.0009,1
Tattoo and Piercing,Arts Venue,0.0001,0.0,0.0026,3
Tattoo and Piercing,Clothing Store,0.0001,0.0,0.0026,3
Tattoo and Piercing,Arcade,0.0,0.0,0.0009,1
Tattoo and Piercing,Bar,0.0,0.0,0.0009,1
Tattoo and Piercing,Clinic,0.0,0.0,0.0009,1
Tattoo and Piercing,Jewelry Store,0.0,0.0,0.0009,1
Thrift Store,Thrift Store,1.0,1.0,1.0,1191
Thrift Store,Specialty Store,0.8953,0.8953,0.0479,57
Thrift Store,Market,0.7745,0.7745,0.0084,10
Thrift Store,Other Shop,0.7598,0.7598,0.0034,4
Thrift Store,Hardware,0.3915,0.3915,0.0067,8
Thrift Store,Clothing Store,0.39,0.39,0.0479,57
Thrift Store,Car Dealer,0.366,0.366,0.0,0
Thrift Store,Supermarket,0.3482,0.3482,0.0,0
Thrift Store,Convenience Store,0.344,0.344,0.0,0
Thrift Store,Florist,0.3437,0.3437,0.0059,7
Thrift Store,Sports Outlet,0.3321,0.3321,0.0,0
Thrift Store,Car Repair,0.3294,0.3294,0.0008,1
Thrift Store,Cell Phone Store,0.327,0.327,0.0,0
Thrift Store,Discount Store,0.3252,0.3252,0.0084,10
Thrift Store,Pharmacy,0.3244,0.3244,0.0,0
Thrift Store,Furniture Store,0.3243,0.3243,0.0084,10
Thrift Store,Jewelry Store,0.3214,0.3214,0.0202,24
Thrift Store,Bookstore,0.3179,0.3179,0.0067,8
Thrift Store,Liquor Store,0.3116,0.3116,0.0,0
Thrift Store,Garden Store,0.3063,0.3063,0.0,0
Thrift Store,Shoe Store,0.3058,0.3058,0.0,0
Thrift Store,Pet Store,0.3036,0.3036,0.0,0
Thrift Store,Farmers Market,0.2957,0.2957,0.0,0
Thrift Store,Shopping Center,0.2952,0.2952,0.0,0
Thrift Store,Eye Care,0.2891,0.2891,0.0,0
Thrift Store,Wholesale Store,0.2842,0.2842,0.0,0
Thrift Store,Bike shop,0.2784,0.2784,0.0,0
Thrift Store,Cannabis Dispensary,0.2696,0.2696,0.0,0
Thrift Store,Fast Food,0.2511,0.2511,0.0,0
Thrift Store,Community Center,0.0088,0.0,0.0319,38
Thrift Store,Other Financial,0.0014,0.0,0.0118,14
Thrift Store,Bar,0.0,0.0,0.0008,1
Thrift Store,Gas Station,0.0,0.0,0.0008,1
Thrift Store,Home Service,0.0,0.0,0.0008,1
Thrift Store,Other Professional,0.0,0.0,0.0008,1
Thrift Store,Place of Worship,0.0,0.0,0.0008,1
Thrift Store,Post Office,0.0,0.0,0.0008,1
Thrift Store,Print and Copy Shop,0.0,0.0,0.0008,1
Thrift Store,Recreation,0.0,0.0,0.0008,1
Thrift Store,University,0.0,0.0,0.0008,1
Tire Store,Tire Store,1.0,1.0,0.0784,122
Tire Store,Car Repair,0.9787,0.6477,1.0,1556
Tire Store,Gas Station,0.528,0.528,0.0006,1
Tire Store,Car Wash,0.511,0.511,0.0,0
Tire Store,Charging Station,0.4129,0.4129,0.0,0
Tire Store,Car Dealer,0.0001,0.0,0.0019,3
Tire Store,Public Safety,0.0,0.0,0.0006,1
Tire Store,Wholesale Store,0.0,0.0,0.0006,1
University,University,1.0,1.0,1.0,1101
University,School,0.8562,0.8562,0.2035,224
University,Kindergarten,0.6335,0.6335,0.0,0
University,Library,0.5793,0.5793,0.0036,4
University,Other Professional,0.5177,0.5177,0.0136,15
University,Government Office,0.3804,0.3804,0.0009,1
University,Legal Service,0.0004,0.0,0.0064,7
University,Community Center,0.0003,0.0,0.0054,6
University,Performing Arts,0.0002,0.0,0.0045,5
University,Bookstore,0.0001,0.0,0.0036,4
University,Place of Worship,0.0001,0.0,0.0036,4
University,Bar,0.0,0.0,0.0009,1
University,Childcare,0.0,0.0,0.0009,1
University,Clothing Store,0.0,0.0,0.0009,1
University,Dentist,0.0,0.0,0.0018,2
University,Event Venue,0.0,0.0,0.0009,1
University,Fitness Center,0.0,0.0,0.0009,1
University,Funeral Services,0.0,0.0,0.0009,1
University,Golf Course,0.0,0.0,0.0009,1
University,Hospital,0.0,0.0,0.0009,1
University,Hotel,0.0,0.0,0.0009,1
University,Other Amenity,0.0,0.0,0.0018,2
University,Park,0.0,0.0,0.0018,2
University,Public Safety,0.0,0.0,0.0009,1
University,Recreation,0.0,0.0,0.0018,2
University,Restaurant,0.0,0.0,0.0018,2
University,Swimming Pool,0.0,0.0,0.0009,1
Veterinarian,Veterinarian,1.0,1.0,1.0,2971
Veterinarian,Pet Store,0.8805,0.8805,0.0205,61
Veterinarian,Animal Shelter,0.7063,0.7063,0.0061,18
Veterinarian,Recreation,0.6463,0.6463,0.0007,2
Veterinarian,Hair and Beauty,0.5931,0.5931,0.0,0
Veterinarian,Massage Therapy,0.5151,0.5151,0.0,0
Veterinarian,Tattoo and Piercing,0.4491,0.4491,0.0,0
Veterinarian,Other Healthcare,0.397,0.397,0.0003,1
Veterinarian,Other Professional,0.3861,0.3861,0.0,0
Veterinarian,Other Amenity,0.38,0.38,0.0,0
Veterinarian,Fitness Center,0.3744,0.3744,0.0,0
Veterinarian,Specialty Store,0.3605,0.3605,0.0,0
Veterinarian,Clinic,0.0005,0.0,0.0044,13
Veterinarian,Dentist,0.0,0.0,0.0003,1
Veterinarian,Hospital,0.0,0.0,0.001,3
Veterinarian,Other Shop,0.0,0.0,0.0003,1
Veterinarian,Physical Therapy,0.0,0.0,0.0003,1
Veterinarian,Print and Copy Shop,0.0,0.0,0.0003,1
Veterinarian,University,0.0,0.0,0.0003,1
Wholesale Store,Wholesale Store,1.0,1.0,1.0,375
Wholesale Store,Supermarket,0.5008,0.2914,0.5947,223
Wholesale Store,Other Shop,0.3938,0.3938,0.0053,2
Wholesale Store,Specialty Store,0.3622,0.3622,0.064,24
Wholesale Store,Hardware,0.3211,0.3211,0.0507,19
Wholesale Store,Clothing Store,0.3201,0.3201,0.008,3
Wholesale Store,Car Dealer,0.3038,0.3038,0.0027,1
Wholesale Store,Convenience Store,0.2884,0.2884,0.0053,2
Wholesale Store,Florist,0.2882,0.2882,0.0133,5
Wholesale Store,Thrift Store,0.2842,0.2842,0.0027,1
Wholesale Store,Sports Outlet,0.28,0.28,0.0,0
Wholesale Store,Car Repair,0.2781,0.2781,0.024,9
Wholesale Store,Cell Phone Store,0.2764,0.2764,0.0107,4
Wholesale Store,Discount Store,0.2751,0.2751,0.0053,2
Wholesale Store,Pharmacy,0.2745,0.2745,0.0187,7
Wholesale Store,Furniture Store,0.2744,0.2744,0.0053,2
Wholesale Store,Jewelry Store,0.2724,0.2724,0.0027,1
Wholesale Store,Bookstore,0.2698,0.2698,0.0,0
Wholesale Store,Liquor Store,0.2653,0.2653,0.0027,1
Wholesale Store,Garden Store,0.2614,0.2614,0.0187,7
Wholesale Store,Shoe Store,0.2611,0.2611,0.0027,1
Wholesale Store,Pet Store,0.2595,0.2595,0.0027,1
Wholesale Store,Farmers Market,0.2537,0.2537,0.0053,2
Wholesale Store,Shopping Center,0.2533,0.2533,0.0,0
Wholesale Store,Eye Care,0.2488,0.2488,0.0027,1
Wholesale Store,Bike shop,0.2409,0.2409,0.0,0
Wholesale Store,Cannabis Dispensary,0.2342,0.2342,0.0,0
Wholesale Store,Market,0.2283,0.2283,0.0,0
Wholesale Store,Fast Food,0.2201,0.2201,0.0,0
Wholesale Store,Cafe,0.0089,0.0,0.0533,20
Wholesale Store,Bakery,0.002,0.0,0.024,9
Wholesale Store,Home Service,0.0012,0.0,0.0187,7
Wholesale Store,Other Professional,0.0004,0.0,0.0107,4
Wholesale Store,Restaurant,0.0004,0.0,0.0107,4
Wholesale Store,Gas Station,0.0002,0.0,0.008,3
Wholesale Store,Dessert Shop,0.0001,0.0,0.0053,2
Wholesale Store,Self-Storage,0.0001,0.0,0.0053,2
Wholesale Store,Other Financial,0.0,0.0,0.0027,1
Wholesale Store,Tattoo and Piercing,0.0,0.0,0.0027,1
